Date,Day,Menu_Item,Quantity_Sold,Weather,Event,Holiday,Occupancy_Rate
25-08-2022,Thursday,Idli,73,Rainy,Wedding,0,67
25-08-2022,Thursday,Paratha,114,Rainy,Wedding,0,67
25-08-2022,Thursday,Fish Fry,83,Rainy,Wedding,0,67
25-08-2022,Thursday,Dal Tadka,130,Rainy,Wedding,0,67
25-08-2022,Thursday,Chole Bhature,66,Rainy,Wedding,0,67
26-08-2022,Friday,Chicken Biryani,148,Cloudy,Festival,0,82
26-08-2022,Friday,Paneer Butter Masala,66,Cloudy,Festival,0,82
26-08-2022,Friday,Veg Fried Rice,137,Cloudy,Festival,0,82
26-08-2022,Friday,Mutton Curry,133,Cloudy,Festival,0,82
26-08-2022,Friday,Dosa,102,Cloudy,Festival,0,82
26-08-2022,Friday,Idli,98,Cloudy,Festival,0,82
26-08-2022,Friday,Paratha,67,Cloudy,Festival,0,82
26-08-2022,Friday,Fish Fry,107,Cloudy,Festival,0,82
26-08-2022,Friday,Dal Tadka,108,Cloudy,Festival,0,82
26-08-2022,Friday,Chole Bhature,92,Cloudy,Festival,0,82
27-08-2022,Saturday,Chicken Biryani,44,Cloudy,None,1,58
27-08-2022,Saturday,Paneer Butter Masala,27,Cloudy,None,1,58
27-08-2022,Saturday,Veg Fried Rice,58,Cloudy,None,1,58
27-08-2022,Saturday,Mutton Curry,64,Cloudy,None,1,58
27-08-2022,Saturday,Dosa,93,Cloudy,None,1,58
27-08-2022,Saturday,Idli,90,Cloudy,None,1,58
27-08-2022,Saturday,Paratha,57,Cloudy,None,1,58
27-08-2022,Saturday,Fish Fry,30,Cloudy,None,1,58
27-08-2022,Saturday,Dal Tadka,77,Cloudy,None,1,58
27-08-2022,Saturday,Chole Bhature,47,Cloudy,None,1,58
28-08-2022,Sunday,Chicken Biryani,58,Rainy,Conference,1,54
28-08-2022,Sunday,Paneer Butter Masala,57,Rainy,Conference,1,54
28-08-2022,Sunday,Veg Fried Rice,104,Rainy,Conference,1,54
28-08-2022,Sunday,Mutton Curry,87,Rainy,Conference,1,54
28-08-2022,Sunday,Dosa,108,Rainy,Conference,1,54
28-08-2022,Sunday,Idli,66,Rainy,Conference,1,54
28-08-2022,Sunday,Paratha,78,Rainy,Conference,1,54
28-08-2022,Sunday,Fish Fry,58,Rainy,Conference,1,54
28-08-2022,Sunday,Dal Tadka,59,Rainy,Conference,1,54
28-08-2022,Sunday,Chole Bhature,101,Rainy,Conference,1,54
29-08-2022,Monday,Chicken Biryani,73,Rainy,None,0,77
29-08-2022,Monday,Paneer Butter Masala,80,Rainy,None,0,77
29-08-2022,Monday,Veg Fried Rice,83,Rainy,None,0,77
29-08-2022,Monday,Mutton Curry,52,Rainy,None,0,77
29-08-2022,Monday,Dosa,106,Rainy,None,0,77
29-08-2022,Monday,Idli,123,Rainy,None,0,77
29-08-2022,Monday,Paratha,69,Rainy,None,0,77
29-08-2022,Monday,Fish Fry,52,Rainy,None,0,77
29-08-2022,Monday,Dal Tadka,100,Rainy,None,0,77
29-08-2022,Monday,Chole Bhature,96,Rainy,None,0,77
30-08-2022,Tuesday,Chicken Biryani,82,Stormy,Wedding,0,76
30-08-2022,Tuesday,Paneer Butter Masala,92,Stormy,Wedding,0,76
30-08-2022,Tuesday,Veg Fried Rice,107,Stormy,Wedding,0,76
30-08-2022,Tuesday,Mutton Curry,153,Stormy,Wedding,0,76
30-08-2022,Tuesday,Dosa,95,Stormy,Wedding,0,76
30-08-2022,Tuesday,Idli,114,Stormy,Wedding,0,76
30-08-2022,Tuesday,Paratha,82,Stormy,Wedding,0,76
30-08-2022,Tuesday,Fish Fry,89,Stormy,Wedding,0,76
30-08-2022,Tuesday,Dal Tadka,90,Stormy,Wedding,0,76
30-08-2022,Tuesday,Chole Bhature,157,Stormy,Wedding,0,76
31-08-2022,Wednesday,Chicken Biryani,100,Rainy,Music Night,0,89
31-08-2022,Wednesday,Paneer Butter Masala,125,Rainy,Music Night,0,89
31-08-2022,Wednesday,Veg Fried Rice,80,Rainy,Music Night,0,89
31-08-2022,Wednesday,Mutton Curry,163,Rainy,Music Night,0,89
31-08-2022,Wednesday,Dosa,77,Rainy,Music Night,0,89
31-08-2022,Wednesday,Idli,102,Rainy,Music Night,0,89
31-08-2022,Wednesday,Paratha,97,Rainy,Music Night,0,89
31-08-2022,Wednesday,Fish Fry,159,Rainy,Music Night,0,89
31-08-2022,Wednesday,Dal Tadka,58,Rainy,Music Night,0,89
31-08-2022,Wednesday,Chole Bhature,176,Rainy,Music Night,0,89
01-09-2022,Thursday,Chicken Biryani,75,Sunny,None,1,84
01-09-2022,Thursday,Paneer Butter Masala,67,Sunny,None,1,84
01-09-2022,Thursday,Veg Fried Rice,58,Sunny,None,1,84
01-09-2022,Thursday,Mutton Curry,117,Sunny,None,1,84
01-09-2022,Thursday,Dosa,126,Sunny,None,1,84
01-09-2022,Thursday,Idli,107,Sunny,None,1,84
01-09-2022,Thursday,Paratha,108,Sunny,None,1,84
01-09-2022,Thursday,Fish Fry,72,Sunny,None,1,84
01-09-2022,Thursday,Dal Tadka,54,Sunny,None,1,84
01-09-2022,Thursday,Chole Bhature,46,Sunny,None,1,84
02-09-2022,Friday,Chicken Biryani,84,Cloudy,None,0,74
02-09-2022,Friday,Paneer Butter Masala,99,Cloudy,None,0,74
02-09-2022,Friday,Veg Fried Rice,40,Cloudy,None,0,74
02-09-2022,Friday,Mutton Curry,56,Cloudy,None,0,74
02-09-2022,Friday,Dosa,89,Cloudy,None,0,74
02-09-2022,Friday,Idli,100,Cloudy,None,0,74
02-09-2022,Friday,Paratha,48,Cloudy,None,0,74
02-09-2022,Friday,Fish Fry,43,Cloudy,None,0,74
02-09-2022,Friday,Dal Tadka,115,Cloudy,None,0,74
02-09-2022,Friday,Chole Bhature,47,Cloudy,None,0,74
03-09-2022,Saturday,Chicken Biryani,43,Rainy,Conference,1,40
03-09-2022,Saturday,Paneer Butter Masala,64,Rainy,Conference,1,40
03-09-2022,Saturday,Veg Fried Rice,98,Rainy,Conference,1,40
03-09-2022,Saturday,Mutton Curry,68,Rainy,Conference,1,40
03-09-2022,Saturday,Dosa,30,Rainy,Conference,1,40
03-09-2022,Saturday,Idli,80,Rainy,Conference,1,40
03-09-2022,Saturday,Paratha,60,Rainy,Conference,1,40
03-09-2022,Saturday,Fish Fry,68,Rainy,Conference,1,40
03-09-2022,Saturday,Dal Tadka,82,Rainy,Conference,1,40
03-09-2022,Saturday,Chole Bhature,47,Rainy,Conference,1,40
04-09-2022,Sunday,Chicken Biryani,180,Cloudy,Festival,1,100
04-09-2022,Sunday,Paneer Butter Masala,173,Cloudy,Festival,1,100
04-09-2022,Sunday,Veg Fried Rice,197,Cloudy,Festival,1,100
04-09-2022,Sunday,Mutton Curry,218,Cloudy,Festival,1,100
04-09-2022,Sunday,Dosa,71,Cloudy,Festival,1,100
04-09-2022,Sunday,Idli,89,Cloudy,Festival,1,100
04-09-2022,Sunday,Paratha,71,Cloudy,Festival,1,100
04-09-2022,Sunday,Fish Fry,165,Cloudy,Festival,1,100
04-09-2022,Sunday,Dal Tadka,87,Cloudy,Festival,1,100
04-09-2022,Sunday,Chole Bhature,162,Cloudy,Festival,1,100
05-09-2022,Monday,Chicken Biryani,112,Rainy,None,0,80
05-09-2022,Monday,Paneer Butter Masala,57,Rainy,None,0,80
05-09-2022,Monday,Veg Fried Rice,137,Rainy,None,0,80
05-09-2022,Monday,Mutton Curry,100,Rainy,None,0,80
05-09-2022,Monday,Dosa,80,Rainy,None,0,80
05-09-2022,Monday,Idli,123,Rainy,None,0,80
05-09-2022,Monday,Paratha,107,Rainy,None,0,80
05-09-2022,Monday,Fish Fry,43,Rainy,None,0,80
05-09-2022,Monday,Dal Tadka,96,Rainy,None,0,80
05-09-2022,Monday,Chole Bhature,65,Rainy,None,0,80
06-09-2022,Tuesday,Chicken Biryani,66,Rainy,None,0,53
06-09-2022,Tuesday,Paneer Butter Masala,61,Rainy,None,0,53
06-09-2022,Tuesday,Veg Fried Rice,78,Rainy,None,0,53
06-09-2022,Tuesday,Mutton Curry,57,Rainy,None,0,53
06-09-2022,Tuesday,Dosa,53,Rainy,None,0,53
06-09-2022,Tuesday,Idli,23,Rainy,None,0,53
06-09-2022,Tuesday,Paratha,58,Rainy,None,0,53
06-09-2022,Tuesday,Fish Fry,25,Rainy,None,0,53
06-09-2022,Tuesday,Dal Tadka,43,Rainy,None,0,53
06-09-2022,Tuesday,Chole Bhature,49,Rainy,None,0,53
07-09-2022,Wednesday,Chicken Biryani,53,Rainy,Music Night,0,55
07-09-2022,Wednesday,Paneer Butter Masala,112,Rainy,Music Night,0,55
07-09-2022,Wednesday,Veg Fried Rice,64,Rainy,Music Night,0,55
07-09-2022,Wednesday,Mutton Curry,81,Rainy,Music Night,0,55
07-09-2022,Wednesday,Dosa,87,Rainy,Music Night,0,55
07-09-2022,Wednesday,Idli,53,Rainy,Music Night,0,55
07-09-2022,Wednesday,Paratha,74,Rainy,Music Night,0,55
07-09-2022,Wednesday,Fish Fry,118,Rainy,Music Night,0,55
07-09-2022,Wednesday,Dal Tadka,77,Rainy,Music Night,0,55
07-09-2022,Wednesday,Chole Bhature,58,Rainy,Music Night,0,55
08-09-2022,Thursday,Chicken Biryani,125,Cloudy,Conference,0,87
08-09-2022,Thursday,Paneer Butter Masala,70,Cloudy,Conference,0,87
08-09-2022,Thursday,Veg Fried Rice,60,Cloudy,Conference,0,87
08-09-2022,Thursday,Mutton Curry,138,Cloudy,Conference,0,87
08-09-2022,Thursday,Dosa,61,Cloudy,Conference,0,87
08-09-2022,Thursday,Idli,84,Cloudy,Conference,0,87
08-09-2022,Thursday,Paratha,103,Cloudy,Conference,0,87
08-09-2022,Thursday,Fish Fry,71,Cloudy,Conference,0,87
08-09-2022,Thursday,Dal Tadka,126,Cloudy,Conference,0,87
08-09-2022,Thursday,Chole Bhature,66,Cloudy,Conference,0,87
09-09-2022,Friday,Chicken Biryani,84,Cloudy,None,0,66
09-09-2022,Friday,Paneer Butter Masala,44,Cloudy,None,0,66
09-09-2022,Friday,Veg Fried Rice,81,Cloudy,None,0,66
09-09-2022,Friday,Mutton Curry,76,Cloudy,None,0,66
09-09-2022,Friday,Dosa,52,Cloudy,None,0,66
09-09-2022,Friday,Idli,49,Cloudy,None,0,66
09-09-2022,Friday,Paratha,50,Cloudy,None,0,66
09-09-2022,Friday,Fish Fry,27,Cloudy,None,0,66
09-09-2022,Friday,Dal Tadka,32,Cloudy,None,0,66
09-09-2022,Friday,Chole Bhature,52,Cloudy,None,0,66
10-09-2022,Saturday,Chicken Biryani,209,Rainy,Wedding,1,99
10-09-2022,Saturday,Paneer Butter Masala,216,Rainy,Wedding,1,99
10-09-2022,Saturday,Veg Fried Rice,178,Rainy,Wedding,1,99
10-09-2022,Saturday,Mutton Curry,118,Rainy,Wedding,1,99
10-09-2022,Saturday,Dosa,150,Rainy,Wedding,1,99
10-09-2022,Saturday,Idli,161,Rainy,Wedding,1,99
10-09-2022,Saturday,Paratha,106,Rainy,Wedding,1,99
10-09-2022,Saturday,Fish Fry,200,Rainy,Wedding,1,99
10-09-2022,Saturday,Dal Tadka,138,Rainy,Wedding,1,99
10-09-2022,Saturday,Chole Bhature,118,Rainy,Wedding,1,99
11-09-2022,Sunday,Chicken Biryani,148,Sunny,Festival,1,85
11-09-2022,Sunday,Paneer Butter Masala,149,Sunny,Festival,1,85
11-09-2022,Sunday,Veg Fried Rice,81,Sunny,Festival,1,85
11-09-2022,Sunday,Mutton Curry,123,Sunny,Festival,1,85
11-09-2022,Sunday,Dosa,175,Sunny,Festival,1,85
11-09-2022,Sunday,Idli,152,Sunny,Festival,1,85
11-09-2022,Sunday,Paratha,184,Sunny,Festival,1,85
11-09-2022,Sunday,Fish Fry,60,Sunny,Festival,1,85
11-09-2022,Sunday,Dal Tadka,63,Sunny,Festival,1,85
11-09-2022,Sunday,Chole Bhature,155,Sunny,Festival,1,85
12-09-2022,Monday,Chicken Biryani,108,Stormy,None,0,98
12-09-2022,Monday,Paneer Butter Masala,120,Stormy,None,0,98
12-09-2022,Monday,Veg Fried Rice,137,Stormy,None,0,98
12-09-2022,Monday,Mutton Curry,72,Stormy,None,0,98
12-09-2022,Monday,Dosa,50,Stormy,None,0,98
12-09-2022,Monday,Idli,141,Stormy,None,0,98
12-09-2022,Monday,Paratha,113,Stormy,None,0,98
12-09-2022,Monday,Fish Fry,134,Stormy,None,0,98
12-09-2022,Monday,Dal Tadka,124,Stormy,None,0,98
12-09-2022,Monday,Chole Bhature,69,Stormy,None,0,98
13-09-2022,Tuesday,Chicken Biryani,122,Rainy,Festival,0,71
13-09-2022,Tuesday,Paneer Butter Masala,38,Rainy,Festival,0,71
13-09-2022,Tuesday,Veg Fried Rice,156,Rainy,Festival,0,71
13-09-2022,Tuesday,Mutton Curry,69,Rainy,Festival,0,71
13-09-2022,Tuesday,Dosa,105,Rainy,Festival,0,71
13-09-2022,Tuesday,Idli,68,Rainy,Festival,0,71
13-09-2022,Tuesday,Paratha,115,Rainy,Festival,0,71
13-09-2022,Tuesday,Fish Fry,100,Rainy,Festival,0,71
13-09-2022,Tuesday,Dal Tadka,141,Rainy,Festival,0,71
13-09-2022,Tuesday,Chole Bhature,108,Rainy,Festival,0,71
14-09-2022,Wednesday,Chicken Biryani,122,Rainy,None,0,77
14-09-2022,Wednesday,Paneer Butter Masala,66,Rainy,None,0,77
14-09-2022,Wednesday,Veg Fried Rice,141,Rainy,None,0,77
14-09-2022,Wednesday,Mutton Curry,66,Rainy,None,0,77
14-09-2022,Wednesday,Dosa,97,Rainy,None,0,77
14-09-2022,Wednesday,Idli,77,Rainy,None,0,77
14-09-2022,Wednesday,Paratha,49,Rainy,None,0,77
14-09-2022,Wednesday,Fish Fry,86,Rainy,None,0,77
14-09-2022,Wednesday,Dal Tadka,91,Rainy,None,0,77
14-09-2022,Wednesday,Chole Bhature,104,Rainy,None,0,77
15-09-2022,Thursday,Chicken Biryani,108,Stormy,Music Night,0,83
15-09-2022,Thursday,Paneer Butter Masala,60,Stormy,Music Night,0,83
15-09-2022,Thursday,Veg Fried Rice,54,Stormy,Music Night,0,83
15-09-2022,Thursday,Mutton Curry,65,Stormy,Music Night,0,83
15-09-2022,Thursday,Dosa,100,Stormy,Music Night,0,83
15-09-2022,Thursday,Idli,81,Stormy,Music Night,0,83
15-09-2022,Thursday,Paratha,122,Stormy,Music Night,0,83
15-09-2022,Thursday,Fish Fry,77,Stormy,Music Night,0,83
15-09-2022,Thursday,Dal Tadka,78,Stormy,Music Night,0,83
15-09-2022,Thursday,Chole Bhature,75,Stormy,Music Night,0,83
16-09-2022,Friday,Chicken Biryani,36,Rainy,Conference,0,30
16-09-2022,Friday,Paneer Butter Masala,23,Rainy,Conference,0,30
16-09-2022,Friday,Veg Fried Rice,28,Rainy,Conference,0,30
16-09-2022,Friday,Mutton Curry,61,Rainy,Conference,0,30
16-09-2022,Friday,Dosa,36,Rainy,Conference,0,30
16-09-2022,Friday,Idli,25,Rainy,Conference,0,30
16-09-2022,Friday,Paratha,59,Rainy,Conference,0,30
16-09-2022,Friday,Fish Fry,33,Rainy,Conference,0,30
16-09-2022,Friday,Dal Tadka,16,Rainy,Conference,0,30
16-09-2022,Friday,Chole Bhature,47,Rainy,Conference,0,30
17-09-2022,Saturday,Chicken Biryani,141,Cloudy,Conference,1,82
17-09-2022,Saturday,Paneer Butter Masala,115,Cloudy,Conference,1,82
17-09-2022,Saturday,Veg Fried Rice,68,Cloudy,Conference,1,82
17-09-2022,Saturday,Mutton Curry,146,Cloudy,Conference,1,82
17-09-2022,Saturday,Dosa,116,Cloudy,Conference,1,82
17-09-2022,Saturday,Idli,96,Cloudy,Conference,1,82
17-09-2022,Saturday,Paratha,77,Cloudy,Conference,1,82
17-09-2022,Saturday,Fish Fry,92,Cloudy,Conference,1,82
17-09-2022,Saturday,Dal Tadka,170,Cloudy,Conference,1,82
17-09-2022,Saturday,Chole Bhature,168,Cloudy,Conference,1,82
18-09-2022,Sunday,Chicken Biryani,100,Cloudy,None,1,84
18-09-2022,Sunday,Paneer Butter Masala,60,Cloudy,None,1,84
18-09-2022,Sunday,Veg Fried Rice,90,Cloudy,None,1,84
18-09-2022,Sunday,Mutton Curry,104,Cloudy,None,1,84
18-09-2022,Sunday,Dosa,82,Cloudy,None,1,84
18-09-2022,Sunday,Idli,118,Cloudy,None,1,84
18-09-2022,Sunday,Paratha,108,Cloudy,None,1,84
18-09-2022,Sunday,Fish Fry,66,Cloudy,None,1,84
18-09-2022,Sunday,Dal Tadka,136,Cloudy,None,1,84
18-09-2022,Sunday,Chole Bhature,84,Cloudy,None,1,84
19-09-2022,Monday,Chicken Biryani,103,Cloudy,Festival,0,86
19-09-2022,Monday,Paneer Butter Masala,74,Cloudy,Festival,0,86
19-09-2022,Monday,Veg Fried Rice,81,Cloudy,Festival,0,86
19-09-2022,Monday,Mutton Curry,131,Cloudy,Festival,0,86
19-09-2022,Monday,Dosa,142,Cloudy,Festival,0,86
19-09-2022,Monday,Idli,91,Cloudy,Festival,0,86
19-09-2022,Monday,Paratha,165,Cloudy,Festival,0,86
19-09-2022,Monday,Fish Fry,69,Cloudy,Festival,0,86
19-09-2022,Monday,Dal Tadka,66,Cloudy,Festival,0,86
19-09-2022,Monday,Chole Bhature,118,Cloudy,Festival,0,86
20-09-2022,Tuesday,Chicken Biryani,117,Cloudy,Conference,0,85
20-09-2022,Tuesday,Paneer Butter Masala,101,Cloudy,Conference,0,85
20-09-2022,Tuesday,Veg Fried Rice,121,Cloudy,Conference,0,85
20-09-2022,Tuesday,Mutton Curry,118,Cloudy,Conference,0,85
20-09-2022,Tuesday,Dosa,139,Cloudy,Conference,0,85
20-09-2022,Tuesday,Idli,122,Cloudy,Conference,0,85
20-09-2022,Tuesday,Paratha,77,Cloudy,Conference,0,85
20-09-2022,Tuesday,Fish Fry,166,Cloudy,Conference,0,85
20-09-2022,Tuesday,Dal Tadka,98,Cloudy,Conference,0,85
20-09-2022,Tuesday,Chole Bhature,100,Cloudy,Conference,0,85
21-09-2022,Wednesday,Chicken Biryani,45,Sunny,None,0,49
21-09-2022,Wednesday,Paneer Butter Masala,49,Sunny,None,0,49
21-09-2022,Wednesday,Veg Fried Rice,70,Sunny,None,0,49
21-09-2022,Wednesday,Mutton Curry,35,Sunny,None,0,49
21-09-2022,Wednesday,Dosa,22,Sunny,None,0,49
21-09-2022,Wednesday,Idli,23,Sunny,None,0,49
21-09-2022,Wednesday,Paratha,61,Sunny,None,0,49
21-09-2022,Wednesday,Fish Fry,66,Sunny,None,0,49
21-09-2022,Wednesday,Dal Tadka,41,Sunny,None,0,49
21-09-2022,Wednesday,Chole Bhature,56,Sunny,None,0,49
22-09-2022,Thursday,Chicken Biryani,91,Cloudy,None,0,65
22-09-2022,Thursday,Paneer Butter Masala,80,Cloudy,None,0,65
22-09-2022,Thursday,Veg Fried Rice,50,Cloudy,None,0,65
22-09-2022,Thursday,Mutton Curry,75,Cloudy,None,0,65
22-09-2022,Thursday,Dosa,87,Cloudy,None,0,65
22-09-2022,Thursday,Idli,59,Cloudy,None,0,65
22-09-2022,Thursday,Paratha,70,Cloudy,None,0,65
22-09-2022,Thursday,Fish Fry,66,Cloudy,None,0,65
22-09-2022,Thursday,Dal Tadka,60,Cloudy,None,0,65
22-09-2022,Thursday,Chole Bhature,48,Cloudy,None,0,65
23-09-2022,Friday,Chicken Biryani,102,Sunny,None,0,91
23-09-2022,Friday,Paneer Butter Masala,113,Sunny,None,0,91
23-09-2022,Friday,Veg Fried Rice,117,Sunny,None,0,91
23-09-2022,Friday,Mutton Curry,75,Sunny,None,0,91
23-09-2022,Friday,Dosa,101,Sunny,None,0,91
23-09-2022,Friday,Idli,108,Sunny,None,0,91
23-09-2022,Friday,Paratha,123,Sunny,None,0,91
23-09-2022,Friday,Fish Fry,49,Sunny,None,0,91
23-09-2022,Friday,Dal Tadka,126,Sunny,None,0,91
23-09-2022,Friday,Chole Bhature,148,Sunny,None,0,91
24-09-2022,Saturday,Chicken Biryani,27,Cloudy,None,1,48
24-09-2022,Saturday,Paneer Butter Masala,68,Cloudy,None,1,48
24-09-2022,Saturday,Veg Fried Rice,38,Cloudy,None,1,48
24-09-2022,Saturday,Mutton Curry,60,Cloudy,None,1,48
24-09-2022,Saturday,Dosa,15,Cloudy,None,1,48
24-09-2022,Saturday,Idli,25,Cloudy,None,1,48
24-09-2022,Saturday,Paratha,43,Cloudy,None,1,48
24-09-2022,Saturday,Fish Fry,31,Cloudy,None,1,48
24-09-2022,Saturday,Dal Tadka,43,Cloudy,None,1,48
24-09-2022,Saturday,Chole Bhature,27,Cloudy,None,1,48
25-09-2022,Sunday,Chicken Biryani,67,Rainy,None,1,63
25-09-2022,Sunday,Paneer Butter Masala,51,Rainy,None,1,63
25-09-2022,Sunday,Veg Fried Rice,115,Rainy,None,1,63
25-09-2022,Sunday,Mutton Curry,57,Rainy,None,1,63
25-09-2022,Sunday,Dosa,56,Rainy,None,1,63
25-09-2022,Sunday,Idli,63,Rainy,None,1,63
25-09-2022,Sunday,Paratha,101,Rainy,None,1,63
25-09-2022,Sunday,Fish Fry,41,Rainy,None,1,63
25-09-2022,Sunday,Dal Tadka,81,Rainy,None,1,63
25-09-2022,Sunday,Chole Bhature,35,Rainy,None,1,63
26-09-2022,Monday,Chicken Biryani,95,Rainy,None,0,88
26-09-2022,Monday,Paneer Butter Masala,100,Rainy,None,0,88
26-09-2022,Monday,Veg Fried Rice,86,Rainy,None,0,88
26-09-2022,Monday,Mutton Curry,120,Rainy,None,0,88
26-09-2022,Monday,Dosa,103,Rainy,None,0,88
26-09-2022,Monday,Idli,90,Rainy,None,0,88
26-09-2022,Monday,Paratha,126,Rainy,None,0,88
26-09-2022,Monday,Fish Fry,64,Rainy,None,0,88
26-09-2022,Monday,Dal Tadka,104,Rainy,None,0,88
26-09-2022,Monday,Chole Bhature,54,Rainy,None,0,88
27-09-2022,Tuesday,Chicken Biryani,89,Rainy,None,0,83
27-09-2022,Tuesday,Paneer Butter Masala,68,Rainy,None,0,83
27-09-2022,Tuesday,Veg Fried Rice,64,Rainy,None,0,83
27-09-2022,Tuesday,Mutton Curry,116,Rainy,None,0,83
27-09-2022,Tuesday,Dosa,90,Rainy,None,0,83
27-09-2022,Tuesday,Idli,107,Rainy,None,0,83
27-09-2022,Tuesday,Paratha,87,Rainy,None,0,83
27-09-2022,Tuesday,Fish Fry,120,Rainy,None,0,83
27-09-2022,Tuesday,Dal Tadka,75,Rainy,None,0,83
27-09-2022,Tuesday,Chole Bhature,65,Rainy,None,0,83
28-09-2022,Wednesday,Chicken Biryani,111,Cloudy,Festival,0,95
28-09-2022,Wednesday,Paneer Butter Masala,74,Cloudy,Festival,0,95
28-09-2022,Wednesday,Veg Fried Rice,150,Cloudy,Festival,0,95
28-09-2022,Wednesday,Mutton Curry,87,Cloudy,Festival,0,95
28-09-2022,Wednesday,Dosa,100,Cloudy,Festival,0,95
28-09-2022,Wednesday,Idli,126,Cloudy,Festival,0,95
28-09-2022,Wednesday,Paratha,67,Cloudy,Festival,0,95
28-09-2022,Wednesday,Fish Fry,99,Cloudy,Festival,0,95
28-09-2022,Wednesday,Dal Tadka,157,Cloudy,Festival,0,95
28-09-2022,Wednesday,Chole Bhature,69,Cloudy,Festival,0,95
29-09-2022,Thursday,Chicken Biryani,12,Cloudy,None,0,42
29-09-2022,Thursday,Paneer Butter Masala,61,Cloudy,None,0,42
29-09-2022,Thursday,Veg Fried Rice,41,Cloudy,None,0,42
29-09-2022,Thursday,Mutton Curry,63,Cloudy,None,0,42
29-09-2022,Thursday,Dosa,74,Cloudy,None,0,42
29-09-2022,Thursday,Idli,27,Cloudy,None,0,42
29-09-2022,Thursday,Paratha,37,Cloudy,None,0,42
29-09-2022,Thursday,Fish Fry,67,Cloudy,None,0,42
29-09-2022,Thursday,Dal Tadka,22,Cloudy,None,0,42
29-09-2022,Thursday,Chole Bhature,52,Cloudy,None,0,42
30-09-2022,Friday,Chicken Biryani,125,Sunny,None,0,100
30-09-2022,Friday,Paneer Butter Masala,117,Sunny,None,0,100
30-09-2022,Friday,Veg Fried Rice,117,Sunny,None,0,100
30-09-2022,Friday,Mutton Curry,121,Sunny,None,0,100
30-09-2022,Friday,Dosa,100,Sunny,None,0,100
30-09-2022,Friday,Idli,116,Sunny,None,0,100
30-09-2022,Friday,Paratha,126,Sunny,None,0,100
30-09-2022,Friday,Fish Fry,62,Sunny,None,0,100
30-09-2022,Friday,Dal Tadka,26,Sunny,None,0,100
30-09-2022,Friday,Chole Bhature,107,Sunny,None,0,100
01-10-2022,Saturday,Chicken Biryani,99,Rainy,None,1,77
01-10-2022,Saturday,Paneer Butter Masala,41,Rainy,None,1,77
01-10-2022,Saturday,Veg Fried Rice,60,Rainy,None,1,77
01-10-2022,Saturday,Mutton Curry,55,Rainy,None,1,77
01-10-2022,Saturday,Dosa,102,Rainy,None,1,77
01-10-2022,Saturday,Idli,75,Rainy,None,1,77
01-10-2022,Saturday,Paratha,90,Rainy,None,1,77
01-10-2022,Saturday,Fish Fry,94,Rainy,None,1,77
01-10-2022,Saturday,Dal Tadka,125,Rainy,None,1,77
01-10-2022,Saturday,Chole Bhature,52,Rainy,None,1,77
02-10-2022,Sunday,Chicken Biryani,83,Rainy,None,1,78
02-10-2022,Sunday,Paneer Butter Masala,44,Rainy,None,1,78
02-10-2022,Sunday,Veg Fried Rice,137,Rainy,None,1,78
02-10-2022,Sunday,Mutton Curry,77,Rainy,None,1,78
02-10-2022,Sunday,Dosa,125,Rainy,None,1,78
02-10-2022,Sunday,Idli,74,Rainy,None,1,78
02-10-2022,Sunday,Paratha,97,Rainy,None,1,78
02-10-2022,Sunday,Fish Fry,61,Rainy,None,1,78
02-10-2022,Sunday,Dal Tadka,74,Rainy,None,1,78
02-10-2022,Sunday,Chole Bhature,82,Rainy,None,1,78
03-10-2022,Monday,Chicken Biryani,119,Stormy,Festival,0,79
03-10-2022,Monday,Paneer Butter Masala,161,Stormy,Festival,0,79
03-10-2022,Monday,Veg Fried Rice,86,Stormy,Festival,0,79
03-10-2022,Monday,Mutton Curry,83,Stormy,Festival,0,79
03-10-2022,Monday,Dosa,82,Stormy,Festival,0,79
03-10-2022,Monday,Idli,65,Stormy,Festival,0,79
03-10-2022,Monday,Paratha,50,Stormy,Festival,0,79
03-10-2022,Monday,Fish Fry,137,Stormy,Festival,0,79
03-10-2022,Monday,Dal Tadka,123,Stormy,Festival,0,79
03-10-2022,Monday,Chole Bhature,93,Stormy,Festival,0,79
04-10-2022,Tuesday,Chicken Biryani,63,Sunny,None,0,63
04-10-2022,Tuesday,Paneer Butter Masala,16,Sunny,None,0,63
04-10-2022,Tuesday,Veg Fried Rice,39,Sunny,None,0,63
04-10-2022,Tuesday,Mutton Curry,43,Sunny,None,0,63
04-10-2022,Tuesday,Dosa,70,Sunny,None,0,63
04-10-2022,Tuesday,Idli,56,Sunny,None,0,63
04-10-2022,Tuesday,Paratha,82,Sunny,None,0,63
04-10-2022,Tuesday,Fish Fry,64,Sunny,None,0,63
04-10-2022,Tuesday,Dal Tadka,70,Sunny,None,0,63
04-10-2022,Tuesday,Chole Bhature,26,Sunny,None,0,63
05-10-2022,Wednesday,Chicken Biryani,126,Cloudy,Festival,0,88
05-10-2022,Wednesday,Paneer Butter Masala,65,Cloudy,Festival,0,88
05-10-2022,Wednesday,Veg Fried Rice,158,Cloudy,Festival,0,88
05-10-2022,Wednesday,Mutton Curry,94,Cloudy,Festival,0,88
05-10-2022,Wednesday,Dosa,59,Cloudy,Festival,0,88
05-10-2022,Wednesday,Idli,97,Cloudy,Festival,0,88
